"ID"|"project_name"|"subcategory_name"|"category_name"|"country"|"currency"|"launch_date"|"deadline_date"|"duration_days"|"goal"|"money_raised"|"no_of_backers"|"outcome"
4176|"CardEnve"|"Product Design"|"Design"|"GB"|"GBP"|"2017-04-02 00:00:00"|"2017-06-01 00:00:00"|60|1285.35|12.85|1|"failed"
4177|"Mother Goose:Demolition Company"|"Video Games"|"Games"|"US"|"USD"|"2014-11-10 00:00:00"|"2014-12-10 00:00:00"|30|5000.0|369.0|16|"failed"
4178|"Board/MMA shorts"|"Fashion"|"Fashion"|"US"|"USD"|"2013-10-29 00:00:00"|"2013-12-06 00:00:00"|38|800.0|303.0|6|"failed"
4179|"ME (men evolution)"|"Film & Video"|"Film & Video"|"N,0"""|"USD"|"2015-07-22 00:00:00"|"2015-09-11 00:00:00"|51|9000.0|570.0|0|"undefined"
4180|"NUIA eyeCharm: Kinect® to eye tracking"|"Hardware"|"Technology"|"US"|"USD"|"2013-03-08 00:00:00"|"2013-04-07 00:00:00"|30|100000.0|102608.01|1390|"successful"
4181|"Raina Mullen's Debut EP"|"Pop"|"Music"|"US"|"USD"|"2014-10-10 00:00:00"|"2014-11-24 00:00:00"|45|8000.0|8296.0|90|"successful"
4182|"Greetings from Ibiza"|"Apparel"|"Fashion"|"ES"|"EUR"|"2016-03-21 00:00:00"|"2016-05-09 00:00:00"|49|8511.02|1874.7|45|"failed"
4183|"No Good People - An action comedy"|"Comedy"|"Film & Video"|"CA"|"CAD"|"2014-07-24 00:00:00"|"2014-08-23 00:00:00"|30|6449.24|7835.82|70|"successful"
4184|"Race is no excuse for ignorance in America"|"Fashion"|"Fashion"|"US"|"USD"|"2015-06-22 00:00:00"|"2015-07-22 00:00:00"|30|8000.0|5.0|1|"failed"
4185|"Champion Killers"|"Graphic Novels"|"Comics"|"US"|"USD"|"2015-10-24 00:00:00"|"2015-11-28 00:00:00"|35|30000.0|3217.0|31|"failed"
4186|"Country Girl Cooking"|"Food Trucks"|"Food"|"US"|"USD"|"2016-03-29 00:00:00"|"2016-04-28 00:00:00"|30|6500.0|76.0|3|"failed"
4187|"Destiny's Balance"|"Video Games"|"Games"|"US"|"USD"|"2013-07-30 00:00:00"|"2013-08-29 00:00:00"|30|25000.0|361.0|25|"failed"
4188|"Redwolf's Eastern Pit Cuisine Catering and Consessions"|"Food"|"Food"|"US"|"USD"|"2013-05-02 00:00:00"|"2013-06-08 00:00:00"|37|27500.0|50.0|1|"failed"
4189|"UmpCard Baseball Game"|"Tabletop Games"|"Games"|"US"|"USD"|"2016-04-25 00:00:00"|"2016-05-25 00:00:00"|30|15750.0|402.0|12|"failed"
4190|"The Genkhi EP's Vinyl Release"|"Rock"|"Music"|"DK"|"DKK"|"2014-12-02 00:00:00"|"2015-01-01 00:00:00"|30|1617.94|24.27|1|"failed"
4191|"ARQ Modular Nesting Docks"|"Product Design"|"Design"|"US"|"USD"|"2014-03-24 00:00:00"|"2014-05-04 00:00:00"|41|13000.0|52103.0|1212|"successful"
4192|"""The Quiet Monster""- Stop Motion Short Film"|"Animation"|"Film & Video"|"US"|"USD"|"2012-08-07 00:00:00"|"2012-09-06 00:00:00"|30|500.0|10.0|2|"failed"
4193|"The Rise of Wolves"|"Young Adult"|"Publishing"|"GB"|"GBP"|"2015-03-23 00:00:00"|"2015-05-22 00:00:00"|60|547.41|0.0|0|"failed"
4194|"Get your Nespresso and Keurig pods in order with CapSlide"|"Food"|"Food"|"DE"|"EUR"|"2016-10-28 00:00:00"|"2016-11-27 00:00:00"|30|1596.31|144.73|16|"failed"
4195|"Holden Cruze Workshop Manual 2010 to 2014 in PDF format"|"Nonfiction"|"Publishing"|"AU"|"AUD"|"2015-02-24 00:00:00"|"2015-03-26 00:00:00"|30|1946.89|0.0|0|"canceled"
4196|"SAVE A FASHION SCHOOL!!"|"Fashion"|"Fashion"|"US"|"USD"|"2014-01-18 00:00:00"|"2014-02-17 00:00:00"|30|50000.0|628.0|24|"failed"
4197|"Epic Beer Pong - Portable & Interactive LED Beer Pong"|"Tabletop Games"|"Games"|"US"|"USD"|"2016-05-30 00:00:00"|"2016-06-29 00:00:00"|30|202329.0|1049.0|9|"canceled"
4198|"Crock-it Lock-it (Cook it, Take it, Share it)"|"Product Design"|"Design"|"US"|"USD"|"2013-09-24 00:00:00"|"2013-10-24 00:00:00"|30|10000.0|3234.0|193|"failed"
4199|"Deluxe Crossbody Bag"|"Accessories"|"Fashion"|"US"|"USD"|"2016-04-27 00:00:00"|"2016-05-16 00:00:00"|19|100.0|158.0|5|"successful"
4200|"Newburgh: Beauty and Tragedy"|"Film & Video"|"Film & Video"|"N,0"""|"USD"|"2016-04-07 00:00:00"|"2016-05-12 00:00:00"|35|7500.0|7623.0|0|"successful"
4201|"Everything a Spaniard should know before moving to England"|"Nonfiction"|"Publishing"|"GB"|"GBP"|"2014-02-07 00:00:00"|"2014-04-08 00:00:00"|60|5019.41|0.0|0|"failed"
4202|"Home Made Corned Beef Hash"|"Food"|"Food"|"US"|"USD"|"2014-08-25 00:00:00"|"2014-10-07 00:00:00"|43|20000.0|160.0|2|"failed"
4203|"Contributions to ""Side Effects"" will leave you feeling happy"|"Shorts"|"Film & Video"|"US"|"USD"|"2011-09-12 00:00:00"|"2011-10-12 00:00:00"|30|5000.0|0.0|0|"failed"
4204|"Knitting Untangled - A Learn to Knit eBook"|"Knitting"|"Crafts"|"US"|"USD"|"2012-02-22 00:00:00"|"2012-03-23 00:00:00"|30|3000.0|3205.0|61|"successful"
4205|"The World's Family Tree"|"Web"|"Technology"|"GB"|"GBP"|"2014-11-17 00:00:00"|"2014-12-16 00:00:00"|29|28166.37|707.29|13|"failed"
4206|"KFHS Acappella Recording - Eleventh Hour and Fusion"|"Music"|"Music"|"US"|"USD"|"2011-04-27 00:00:00"|"2011-05-27 00:00:00"|30|5000.0|5384.0|104|"successful"
4207|"Extreme Gravity Rage"|"Games"|"Games"|"DE"|"EUR"|"2016-08-07 00:00:00"|"2016-09-06 00:00:00"|30|152117.82|2482.34|61|"failed"
4208|"BeadDaBead"|"Jewelry"|"Fashion"|"US"|"USD"|"2015-12-28 00:00:00"|"2016-01-27 00:00:00"|30|2600.0|8.0|1|"failed"
4209|"Staysee: a platform to discover university for the students"|"Web"|"Technology"|"US"|"USD"|"2016-03-03 00:00:00"|"2016-04-02 00:00:00"|30|2000.0|0.0|0|"failed"
4210|"The Disney Delicacies Project"|"Nonfiction"|"Publishing"|"US"|"USD"|"2015-05-01 00:00:00"|"2015-06-01 00:00:00"|31|25000.0|528.0|2|"failed"
4211|"The Future of Big Kid Games"|"Tabletop Games"|"Games"|"US"|"USD"|"2017-01-09 00:00:00"|"2017-01-30 00:00:00"|21|5000.0|7285.0|30|"successful"
4212|"CRANK Juice Box: Never Run out of Juice"|"Camera Equipment"|"Technology"|"US"|"USD"|"2017-07-19 00:00:00"|"2017-09-02 00:00:00"|45|50000.0|63421.0|434|"successful"
4213|"Cardeezy"|"Web"|"Technology"|"US"|"USD"|"2017-07-11 00:00:00"|"2017-08-05 00:00:00"|25|10000.0|25.0|1|"failed"
4214|"CANNABON - Cannabis Soap / Jabon de Cannabis"|"Product Design"|"Design"|"ES"|"EUR"|"2017-09-14 00:00:00"|"2017-10-14 00:00:00"|30|3551.3|0.0|0|"failed"
4215|"Gowanus Debut Album"|"Rock"|"Music"|"US"|"USD"|"2011-09-28 00:00:00"|"2011-11-09 00:00:00"|42|6000.0|6000.0|97|"successful"
4216|"The Utimate Briefcase for Everyday & Everywhere"|"Design"|"Design"|"CA"|"CAD"|"2016-11-29 00:00:00"|"2017-01-01 00:00:00"|33|9051.14|3095.49|10|"failed"
4217|"Why Can't I Be A Sushi"|"Documentary"|"Film & Video"|"GB"|"GBP"|"2015-03-04 00:00:00"|"2015-04-03 00:00:00"|30|14591.3|16051.89|174|"successful"
4218|"Hey, Mr. Cat! - Please Do Not Open"|"Children's Books"|"Publishing"|"US"|"USD"|"2013-07-03 00:00:00"|"2013-08-02 00:00:00"|30|12000.0|380.0|18|"failed"
4219|"MASSO, The All-In-One CNC Controller"|"Hardware"|"Technology"|"AU"|"AUD"|"2016-09-23 00:00:00"|"2016-10-23 00:00:00"|30|68150.84|17207.33|41|"failed"
4220|"sometimes"|"Illustration"|"Art"|"US"|"USD"|"2015-02-27 00:00:00"|"2015-03-29 00:00:00"|30|2300.0|20.0|1|"failed"
4221|"Elvan: The Legacy of Thaer, best debut fantasy novel of 2012"|"Fiction"|"Publishing"|"US"|"USD"|"2012-06-28 00:00:00"|"2012-07-27 00:00:00"|29|750.0|70.0|4|"failed"
4222|"CHARLY'S WORLD"|"Film & Video"|"Film & Video"|"N,0"""|"GBP"|"2015-02-24 00:00:00"|"2015-03-22 00:00:00"|26|5206.4|5550.02|0|"undefined"
4223|"Red Frog, Best Boots For a New World"|"Footwear"|"Fashion"|"CA"|"CAD"|"2016-05-23 00:00:00"|"2016-06-30 00:00:00"|38|9053.63|11359.59|87|"successful"
4224|"Drew's Art Show 2012"|"Painting"|"Art"|"US"|"USD"|"2012-06-29 00:00:00"|"2012-08-13 00:00:00"|45|700.0|1066.0|14|"successful"
4225|"GameKnight Tokens"|"Tabletop Games"|"Games"|"US"|"USD"|"2015-12-21 00:00:00"|"2016-01-27 00:00:00"|37|1000.0|5209.0|53|"successful"
4226|"Not A Villain: Book 3"|"Webcomics"|"Comics"|"US"|"USD"|"2015-03-17 00:00:00"|"2015-04-12 00:00:00"|26|9000.0|14203.0|283|"successful"
4227|"Black Cloud: the webseries"|"Webseries"|"Film & Video"|"US"|"USD"|"2013-09-20 00:00:00"|"2013-10-20 00:00:00"|30|5000.0|250.0|2|"failed"
4228|"""New York City: EXPOSED""  2013 Calendar"|"Photography"|"Photography"|"US"|"USD"|"2012-10-02 00:00:00"|"2012-11-01 00:00:00"|30|4000.0|125.0|3|"failed"
4229|"Angelwalk"|"Film & Video"|"Film & Video"|"US"|"USD"|"2013-03-07 00:00:00"|"2013-03-31 00:00:00"|24|100000.0|0.0|0|"failed"
4230|"THE MDL FASHION TRADE SHOW"|"Fashion"|"Fashion"|"US"|"USD"|"2017-04-01 00:00:00"|"2017-05-01 00:00:00"|30|15000.0|0.0|0|"canceled"
4231|"Lost and Found on the Camino de Santiago: A novel"|"Fiction"|"Publishing"|"US"|"USD"|"2012-10-13 00:00:00"|"2012-11-15 00:00:00"|33|12000.0|6083.0|72|"failed"
4232|"HOPPERS TRAILER"|"Horror"|"Film & Video"|"US"|"USD"|"2015-05-05 00:00:00"|"2015-06-04 00:00:00"|30|22000.0|430.0|12|"failed"
4233|"Help TELL ALL with Ryan O'Connor"|"Webseries"|"Film & Video"|"US"|"USD"|"2013-04-09 00:00:00"|"2013-05-09 00:00:00"|30|5200.0|5975.0|150|"successful"
4234|"ActiVclip - walk, jog, or run with your iPhone - holds 1 key"|"Technology"|"Technology"|"US"|"USD"|"2015-08-18 00:00:00"|"2015-09-17 00:00:00"|30|8999.0|571.0|29|"failed"
4235|"Kolibree: The World's First Connected Electric Toothbrush"|"Technology"|"Technology"|"US"|"USD"|"2014-04-10 00:00:00"|"2014-05-25 00:00:00"|45|70000.0|108683.52|816|"successful"
4236|"Flojuggler.com"|"Software"|"Technology"|"US"|"USD"|"2010-01-08 00:00:00"|"2010-02-06 00:00:00"|29|2500.0|0.0|0|"failed"
4237|"Mad Moxxi Cosplay Costume"|"Apparel"|"Fashion"|"GB"|"GBP"|"2015-01-11 00:00:00"|"2015-02-10 00:00:00"|30|307.56|33.83|3|"failed"
4238|"Chef Bizzaro To Create Labyrinth Inspired Hats For Runway"|"Fashion"|"Fashion"|"US"|"USD"|"2013-03-15 00:00:00"|"2013-04-29 00:00:00"|45|1500.0|1600.0|29|"successful"
4239|"Weil am Rhein: Deine Jugend"|"Video"|"Journalism"|"DE"|"EUR"|"2015-08-12 00:00:00"|"2015-09-21 00:00:00"|40|836.33|843.02|14|"successful"
4240|"""Way Up In Vermont,""  my second album, is coming your way!"|"Country & Folk"|"Music"|"US"|"USD"|"2012-08-30 00:00:00"|"2012-10-01 00:00:00"|32|7000.0|7394.0|106|"successful"
4241|"Bub's Busy Board for Toddlers"|"Crafts"|"Crafts"|"US"|"USD"|"2015-03-31 00:00:00"|"2015-04-28 00:00:00"|28|12000.0|7.0|3|"failed"
4242|"NYC's Wetlands Preserve: The Early Calendar Years COLLECTION"|"Music"|"Music"|"US"|"USD"|"2014-02-11 00:00:00"|"2014-03-11 00:00:00"|28|17500.0|18121.0|178|"successful"
4243|"Patches and Stickers for Oregon's State Parks"|"Graphic Design"|"Design"|"US"|"USD"|"2016-06-14 00:00:00"|"2016-07-15 00:00:00"|31|2400.0|6538.0|199|"successful"
4244|"Recipe Savants"|"Web"|"Technology"|"US"|"USD"|"2016-04-27 00:00:00"|"2016-06-26 00:00:00"|60|15000.0|3.0|2|"failed"
4245|"Preorder ""Do What You Feel""  the new album by Ginger Coyle"|"Music"|"Music"|"US"|"USD"|"2013-05-18 00:00:00"|"2013-07-07 00:00:00"|50|20000.0|4490.0|98|"failed"
4246|"Dichotomy (Canceled)"|"Science Fiction"|"Film & Video"|"US"|"USD"|"2014-11-25 00:00:00"|"2014-12-25 00:00:00"|30|10000.0|92.0|6|"canceled"
4247|"Erova: Rise of Vrictus"|"Tabletop Games"|"Games"|"US"|"USD"|"2015-09-01 00:00:00"|"2015-10-01 00:00:00"|30|4000.0|38.0|6|"failed"
4248|"Community Garden with alternative energy production."|"Food"|"Food"|"US"|"USD"|"2013-03-04 00:00:00"|"2013-04-03 00:00:00"|30|19000.0|125.0|2|"failed"
4249|"Dean Martin Exclusive Edition Watch"|"Jewelry"|"Fashion"|"US"|"USD"|"2016-10-31 00:00:00"|"2016-11-30 00:00:00"|30|10000.0|350.0|1|"canceled"
4250|"Flying a kite in my underwear ...Mana Maddy's debut EP!"|"Indie Rock"|"Music"|"US"|"USD"|"2010-09-13 00:00:00"|"2010-12-12 00:00:00"|90|4000.0|4537.5|64|"successful"
4251|"NATALIE"|"Drama"|"Film & Video"|"GB"|"GBP"|"2015-10-21 00:00:00"|"2015-12-05 00:00:00"|45|5305.2|6479.92|73|"successful"
4252|"Gear & Piston: The Americans"|"Tabletop Games"|"Games"|"US"|"USD"|"2013-12-20 00:00:00"|"2014-01-13 00:00:00"|24|500.0|4393.0|353|"successful"
4253|"Goth Ghost Girl comic book #1"|"Comic Books"|"Comics"|"US"|"USD"|"2017-10-01 00:00:00"|"2017-11-15 00:00:00"|45|1000.0|6659.0|277|"successful"
4254|"Drill Turbine"|"Technology"|"Technology"|"CA"|"CAD"|"2016-07-12 00:00:00"|"2016-08-18 00:00:00"|37|11678.6|9753.16|164|"failed"
4255|"Creating a sanctuary in Amsterdam"|"Sculpture"|"Art"|"NL"|"EUR"|"2017-03-28 00:00:00"|"2017-04-27 00:00:00"|30|54.65|1.09|1|"failed"
4256|"What Happened to My Child? A Mother's Courageous Journey"|"Nonfiction"|"Publishing"|"US"|"USD"|"2016-08-15 00:00:00"|"2016-09-14 00:00:00"|30|8500.0|8727.0|96|"successful"
4257|"I-SEN1: Environmental Monitoring Solution for IoT"|"Hardware"|"Technology"|"FR"|"EUR"|"2016-02-03 00:00:00"|"2016-03-03 00:00:00"|29|26986.11|1192.44|31|"failed"
4258|"Colororo"|"Mobile Games"|"Games"|"MX"|"MXN"|"2017-10-06 00:00:00"|"2017-11-05 00:00:00"|30|2359.73|1162.56|30|"failed"
4259|"September Collection -- American Made in Berlin"|"Knitting"|"Crafts"|"US"|"USD"|"2013-08-23 00:00:00"|"2013-09-02 00:00:00"|10|1000.0|2210.0|37|"successful"
4260|"Become apart of an Indie Artists History! "|"Indie Rock"|"Music"|"US"|"USD"|"2010-08-12 00:00:00"|"2010-09-11 00:00:00"|30|10000.0|20.0|1|"failed"
4261|"Sobering Thought: 4 Women's Stories on Pregnancy & Addiction"|"Documentary"|"Film & Video"|"US"|"USD"|"2013-08-14 00:00:00"|"2013-09-13 00:00:00"|30|3500.0|3663.0|29|"successful"
4262|"Who Made Christmas? Get a Book/Give a Book (Canceled)"|"Children's Books"|"Publishing"|"US"|"USD"|"2015-11-10 00:00:00"|"2015-12-10 00:00:00"|30|500.0|0.0|0|"canceled"
4263|"PSYCHOC une comédie libertine de Bernard Granger"|"Plays"|"Theater"|"CA"|"CAD"|"2016-01-12 00:00:00"|"2016-02-11 00:00:00"|30|1077.35|1198.02|35|"successful"
4264|"LandEscapes: RPG and Miniature Fantasy Game Poster Maps"|"Tabletop Games"|"Games"|"US"|"USD"|"2012-11-07 00:00:00"|"2012-12-07 00:00:00"|30|30000.0|6231.0|97|"failed"
4265|"Intuitions (Canceled)"|"Narrative Film"|"Film & Video"|"US"|"USD"|"2013-01-14 00:00:00"|"2013-03-04 00:00:00"|49|5000.0|0.0|0|"canceled"
4266|"Jane and the Hair Goblin: A Tweenage Hair Affair"|"Fiction"|"Publishing"|"US"|"USD"|"2011-09-27 00:00:00"|"2011-11-26 00:00:00"|60|1500.0|34.0|3|"failed"
4267|"Trinity Portable Wind Turbine Power Station (Suspended)"|"Design"|"Design"|"US"|"USD"|"2015-09-21 00:00:00"|"2015-10-26 00:00:00"|35|50000.0|153431.33|248|"suspended"
4268|"Two, To One, Be - Dutch Translation"|"Nonfiction"|"Publishing"|"GB"|"GBP"|"2013-12-02 00:00:00"|"2014-01-01 00:00:00"|30|820.88|88.66|3|"failed"
4269|"Bareback Rodeo Co."|"Apparel"|"Fashion"|"US"|"USD"|"2016-10-12 00:00:00"|"2016-12-01 00:00:00"|50|5000.0|0.0|0|"failed"
4270|"A guide to the USA"|"Journalism"|"Journalism"|"GB"|"GBP"|"2014-07-20 00:00:00"|"2014-09-18 00:00:00"|60|163.41|0.0|0|"failed"
4271|"Tactical Laser Tag Arena"|"Architecture"|"Design"|"US"|"USD"|"2014-09-06 00:00:00"|"2014-10-11 00:00:00"|35|50000.0|2855.0|16|"failed"
4272|"Julius C wants YOU to ""Be Our Record Label"""|"Indie Rock"|"Music"|"US"|"USD"|"2010-10-05 00:00:00"|"2010-10-25 00:00:00"|20|5000.0|5287.55|82|"successful"
4273|"The Buddy App"|"Apps"|"Technology"|"US"|"USD"|"2015-04-27 00:00:00"|"2015-05-27 00:00:00"|30|6500.0|0.0|0|"failed"
4274|"Change the world. Of online scheduling. (Freemium SaaS)"|"Software"|"Technology"|"US"|"USD"|"2017-06-26 00:00:00"|"2017-07-11 00:00:00"|15|22000.0|100.0|1|"canceled"
4275|"Rooster Rush"|"Tabletop Games"|"Games"|"US"|"USD"|"2017-08-07 00:00:00"|"2017-08-28 00:00:00"|21|5000.0|978.0|56|"canceled"
4276|"Southern Youth Freedom Project"|"Mixed Media"|"Art"|"US"|"USD"|"2011-12-17 00:00:00"|"2012-01-01 00:00:00"|15|500.0|0.0|0|"failed"
4277|"Titan - The Ultimate SUP Paddle"|"Technology"|"Technology"|"US"|"USD"|"2014-03-04 00:00:00"|"2014-04-18 00:00:00"|45|40000.0|3480.0|52|"failed"
4278|"Dice Coins"|"Tabletop Games"|"Games"|"US"|"USD"|"2016-08-18 00:00:00"|"2016-09-17 00:00:00"|30|12000.0|12136.0|197|"successful"
4279|"JesslynnFitness - Booty Builder"|"Publishing"|"Publishing"|"CA"|"CAD"|"2017-08-24 00:00:00"|"2017-09-23 00:00:00"|30|4019.29|81.19|2|"failed"
4280|"The Day I Discovered Just How Truly Special I Am"|"Publishing"|"Publishing"|"N,0"""|"USD"|"2015-04-22 00:00:00"|"2015-05-22 00:00:00"|30|4700.0|43.0|0|"undefined"
4281|"Midwest Digest--Journal of the Heartland"|"Film & Video"|"Film & Video"|"US"|"USD"|"2012-05-24 00:00:00"|"2012-07-23 00:00:00"|60|1100.0|5.0|1|"failed"
4282|"A Peek Into My Heart"|"Poetry"|"Publishing"|"US"|"USD"|"2015-02-11 00:00:00"|"2015-03-13 00:00:00"|30|5000.0|5.0|1|"failed"
4283|"Ulysses Wises Up: A More Than a Story Book"|"Children's Books"|"Publishing"|"US"|"USD"|"2014-05-07 00:00:00"|"2014-06-06 00:00:00"|30|6000.0|1.0|1|"failed"
4284|"Insomniact Lyfe"|"Jewelry"|"Fashion"|"US"|"USD"|"2015-04-18 00:00:00"|"2015-04-28 00:00:00"|10|700.0|0.0|0|"failed"
4285|"Civil Rights Movement Road Trip (Documentary)"|"Documentary"|"Film & Video"|"US"|"USD"|"2013-08-17 00:00:00"|"2013-10-16 00:00:00"|60|1500.0|1663.0|29|"successful"
4286|"Freezetag"|"Shorts"|"Film & Video"|"US"|"USD"|"2013-08-21 00:00:00"|"2013-09-20 00:00:00"|30|1200.0|1293.0|27|"successful"
4287|"Sacrifice's"|"Hip-Hop"|"Music"|"US"|"USD"|"2017-12-05 00:00:00"|"2018-01-04 00:00:00"|30|75000.0|0.0|0|"canceled"
4288|"A Self-Help Book for the Leaders of the Next US Revolution"|"Nonfiction"|"Publishing"|"US"|"USD"|"2012-04-03 00:00:00"|"2012-05-18 00:00:00"|45|40000.0|9758.05|136|"failed"
4289|"Sniper - advanced simulator for mobiles"|"Video Games"|"Games"|"US"|"USD"|"2013-05-07 00:00:00"|"2013-06-06 00:00:00"|30|10000.0|120.0|3|"failed"
4290|"The First Day of Spring – Scroll down to watch all 4 videos"|"Drama"|"Film & Video"|"US"|"USD"|"2015-04-29 00:00:00"|"2015-06-28 00:00:00"|60|325000.0|1077.0|5|"failed"
4291|"Nano Ceramic Nose Pad: Revolution in Eyewear Industry!"|"Accessories"|"Fashion"|"GB"|"GBP"|"2016-10-14 00:00:00"|"2016-11-13 00:00:00"|30|3698.41|8.63|1|"failed"
4292|"HEDDA"|"Plays"|"Theater"|"US"|"USD"|"2016-08-10 00:00:00"|"2016-09-04 00:00:00"|25|1600.0|2015.0|36|"successful"
4293|"Travel with me"|"Photography"|"Photography"|"US"|"USD"|"2016-07-13 00:00:00"|"2016-08-12 00:00:00"|30|1500.0|34.0|6|"failed"
4294|"For The King"|"Faith"|"Music"|"US"|"USD"|"2015-01-29 00:00:00"|"2015-02-28 00:00:00"|30|3000.0|1.0|1|"failed"
4295|"Argonauts"|"Tabletop Games"|"Games"|"US"|"USD"|"2015-06-18 00:00:00"|"2015-07-15 00:00:00"|27|9000.0|24069.0|603|"successful"
4296|"Julia Storms Tokyo records its debut EP!"|"Indie Rock"|"Music"|"US"|"USD"|"2013-10-24 00:00:00"|"2013-11-23 00:00:00"|30|1600.0|140.0|6|"failed"
4297|"Unique Guitar Rhythm Lesson Series for ALL levels"|"Music"|"Music"|"N,0"""|"USD"|"2014-12-22 00:00:00"|"2015-02-02 00:00:00"|42|2450.0|15.0|0|"undefined"
4298|"DANA (Canceled)"|"Drama"|"Film & Video"|"US"|"USD"|"2015-05-24 00:00:00"|"2015-07-23 00:00:00"|60|4000.0|10.0|1|"canceled"
4299|"Kontraband Muzik New Album"|"Hip-Hop"|"Music"|"US"|"USD"|"2011-11-09 00:00:00"|"2011-12-09 00:00:00"|30|10000.0|0.0|0|"failed"
4300|"New Beginnings with Pictures (Canceled)"|"Photography"|"Photography"|"US"|"USD"|"2014-07-18 00:00:00"|"2014-08-17 00:00:00"|30|9500.0|0.0|0|"canceled"
4301|"Kermit McFlashback: Operation Album 6"|"Music"|"Music"|"US"|"USD"|"2017-06-10 00:00:00"|"2017-07-10 00:00:00"|30|600.0|228.0|8|"failed"
4302|"Men Of Thrift: Men's Style, Fashion & Consignment Clothing"|"Ready-to-wear"|"Fashion"|"US"|"USD"|"2016-01-27 00:00:00"|"2016-02-26 00:00:00"|30|230.0|0.0|0|"failed"
4303|"Longview - A Full-length Film"|"Narrative Film"|"Film & Video"|"US"|"USD"|"2012-04-27 00:00:00"|"2012-05-27 00:00:00"|30|1400.0|1400.0|8|"successful"
4304|"Lesbian Zombies from Outer Space: The Comic Movie"|"Graphic Novels"|"Comics"|"US"|"USD"|"2017-07-09 00:00:00"|"2017-07-29 00:00:00"|20|1500.0|2148.0|75|"successful"
4305|"Yoga Poses Card Set, Brand Name/Logo/Blog Creation"|"Mixed Media"|"Art"|"US"|"USD"|"2013-12-02 00:00:00"|"2014-01-01 00:00:00"|30|3500.0|0.0|0|"failed"
4306|"Baker Road Organic Farms"|"Farms"|"Food"|"CA"|"CAD"|"2015-01-26 00:00:00"|"2015-02-25 00:00:00"|30|200.79|1.61|2|"failed"
4307|"Building a Tick Safety & Lyme Disease Awareness Website"|"Academic"|"Publishing"|"US"|"USD"|"2014-07-08 00:00:00"|"2014-08-07 00:00:00"|30|5000.0|351.0|11|"failed"
4308|"The Little Drummer Girl, based off a true Civil War story"|"Drama"|"Film & Video"|"US"|"USD"|"2016-07-20 00:00:00"|"2016-08-03 00:00:00"|14|16000.0|0.0|0|"failed"
4309|"#ALLIN Project: Bring William to SYC Towson (Suspended)"|"Art"|"Art"|"US"|"USD"|"2016-04-03 00:00:00"|"2016-05-04 00:00:00"|31|10000.0|0.0|0|"suspended"
4310|"NES Soundtrack Metal Arrangement Collection"|"Video Games"|"Games"|"US"|"USD"|"2015-09-24 00:00:00"|"2015-10-24 00:00:00"|30|600.0|1671.0|40|"successful"
4311|"The Mummy of East LA   -- You never forget your first curse"|"Children's Books"|"Publishing"|"US"|"USD"|"2012-11-27 00:00:00"|"2012-12-27 00:00:00"|30|5900.0|235.0|6|"failed"
4312|"CHANGING THE WORLD & HEALING THROUGH ART, MUSIC & POETRY"|"World Music"|"Music"|"US"|"USD"|"2012-05-15 00:00:00"|"2012-06-14 00:00:00"|30|5000.0|1.0|1|"failed"
4313|"Take ""The Potential Inside"" Theatrical! "|"Film & Video"|"Film & Video"|"US"|"USD"|"2010-12-07 00:00:00"|"2011-01-16 00:00:00"|40|100000.0|3475.0|17|"failed"
4314|"Debateball Free Mobile App in IOS and Android (Canceled)"|"Apps"|"Technology"|"US"|"USD"|"2015-10-22 00:00:00"|"2015-11-21 00:00:00"|30|5700.0|1.0|1|"canceled"
4315|"The Dancer and the Boxer - The movie"|"Drama"|"Film & Video"|"AU"|"AUD"|"2015-11-27 00:00:00"|"2016-01-10 00:00:00"|44|20598.74|75.53|2|"failed"
4316|"Rainbows - Service For Everyone"|"Graphic Design"|"Design"|"CA"|"CAD"|"2015-04-07 00:00:00"|"2015-05-07 00:00:00"|30|41312.07|82.62|1|"failed"
4317|"FORMER NASA ENGINEER DESIGNS THE ULTIMATE FITNESS PRODUCT"|"Product Design"|"Design"|"US"|"USD"|"2016-11-28 00:00:00"|"2017-01-07 00:00:00"|40|40000.0|41864.0|117|"successful"
4318|"Coal to Diamonds"|"Art"|"Art"|"US"|"USD"|"2015-09-14 00:00:00"|"2015-10-14 00:00:00"|30|50000.0|0.0|0|"failed"
4319|"TesseraE I: A Collection of Ink Drawings"|"Illustration"|"Art"|"US"|"USD"|"2016-01-30 00:00:00"|"2016-02-29 00:00:00"|30|4500.0|1865.0|36|"failed"
4320|"Brawl It Out"|"Webseries"|"Film & Video"|"US"|"USD"|"2013-09-25 00:00:00"|"2013-10-25 00:00:00"|30|400000.0|0.0|0|"failed"
4321|"Rosebuds Academy"|"Crafts"|"Crafts"|"US"|"USD"|"2017-04-21 00:00:00"|"2017-05-21 00:00:00"|30|4000.0|400.0|4|"failed"
4322|"Steel Aggressor 3rd Album!!!"|"Metal"|"Music"|"US"|"USD"|"2016-02-05 00:00:00"|"2016-02-14 00:00:00"|9|250.0|60.0|2|"failed"
4323|"7STRING Volume 2 - Ready to Launch"|"Graphic Novels"|"Comics"|"GB"|"GBP"|"2014-09-30 00:00:00"|"2014-10-30 00:00:00"|30|3193.87|5822.42|132|"successful"
